Category,Rank,Name,PID,CPU%,RAM_Bytes,RAM_MB
TOP_RAM,1,RustClient.exe,26876,39.2992,6712782848,6401.81
TOP_RAM,2,chrome.exe,23204,0,1168490496,1114.36
TOP_RAM,3,chrome.exe,35420,0.284091,659542016,628.988
TOP_RAM,4,chrome.exe,21060,0.094697,557879296,532.035
TOP_RAM,5,Discord.exe,27004,0.189394,471285760,449.453
TOP_CPU,1,RustClient.exe,26876,38.7311,6712717312,6401.75
TOP_CPU,2,Code.exe,15256,0.662879,435527680,415.352
TOP_CPU,3,Code.exe,5260,0.189394,236191744,225.25
TOP_CPU,4,Code.exe,15248,0.189394,284581888,271.398
TOP_CPU,5,NVIDIA Overlay.exe,13772,0.094697,201433088,192.102
TOP_RAM,1,RustClient.exe,26876,38.7311,6712717312,6401.75
TOP_RAM,2,chrome.exe,23204,0,1168490496,1114.36
TOP_RAM,3,chrome.exe,35420,0,659542016,628.988
TOP_RAM,4,chrome.exe,21060,0,557879296,532.035
TOP_RAM,5,Discord.exe,27004,0,471285760,449.453
